branch,run_id,run_status,source_kind,manifest_commit,manifest_command,source_path,test,label,category,avg,std,unit,batch,runs,sample_count,sample_values
testing,run03,complete,clean,9b20e87fe39d9631cdedbd93f1b30df6655e1c73-dirty,perftest memory + perftest sched_core + perftest sched_fairness + perftest sched_response,experiments/logs/thesis_final/testing/runs/run03_clean.log,SCHED_CONVOY_SRTF,Convoy SRTF,scheduler,20.0,0.0,ticks,4,10,10,"20,20,20,20,20,20,20,21,21,21"
testing,run03,complete,clean,9b20e87fe39d9631cdedbd93f1b30df6655e1c73-dirty,perftest memory + perftest sched_core + perftest sched_fairness + perftest sched_response,experiments/logs/thesis_final/testing/runs/run03_clean.log,SCHED_FAIRNESS_CFS,Fairness CFS,scheduler,572.0,132.0,bp,3,10,10,"454,454,500,526,526,555,555,555,909,1000"
testing,run03,complete,clean,9b20e87fe39d9631cdedbd93f1b30df6655e1c73-dirty,perftest memory + perftest sched_core + perftest sched_fairness + perftest sched_response,experiments/logs/thesis_final/testing/runs/run03_clean.log,SCHED_FAIRNESS_PRIORITY,Fairness PRIORITY,scheduler,10825.0,22.0,bp,3,10,10,"10000,10769,10833,10833,10833,10833,10833,10833,10833,11538"
testing,run03,complete,clean,9b20e87fe39d9631cdedbd93f1b30df6655e1c73-dirty,perftest memory + perftest sched_core + perftest sched_fairness + perftest sched_response,experiments/logs/thesis_final/testing/runs/run03_clean.log,SCHED_FAIRNESS_RR,Fairness RR,scheduler,524.0,33.0,bp,3,10,10,"400,454,500,526,526,526,555,555,555,769"
testing,run03,complete,clean,9b20e87fe39d9631cdedbd93f1b30df6655e1c73-dirty,perftest memory + perftest sched_core + perftest sched_fairness + perftest sched_response,experiments/logs/thesis_final/testing/runs/run03_clean.log,SCHED_RESPONSE_MLFQ,Response MLFQ,scheduler,5.0,0.0,ticks,6,10,10,"5,5,5,5,5,5,6,6,6,7"
testing,run03,complete,clean,9b20e87fe39d9631cdedbd93f1b30df6655e1c73-dirty,perftest memory + perftest sched_core + perftest sched_fairness + perftest sched_response,experiments/logs/thesis_final/testing/runs/run03_clean.log,SCHED_RESPONSE_RR,Response RR,scheduler,10.0,0.0,ticks,6,10,10,"10,10,10,11,11,11,11,11,11,11"
testing,run03,complete,clean,9b20e87fe39d9631cdedbd93f1b30df6655e1c73-dirty,perftest memory + perftest sched_core + perftest sched_fairness + perftest sched_response,experiments/logs/thesis_final/testing/runs/run03_clean.log,SCHED_THROUGHPUT_FCFS,Throughput FCFS,scheduler,37.0,2.0,ticks,6,10,10,"36,36,37,37,37,37,37,38,41,42"
testing,run03,complete,clean,9b20e87fe39d9631cdedbd93f1b30df6655e1c73-dirty,perftest memory + perftest sched_core + perftest sched_fairness + perftest sched_response,experiments/logs/thesis_final/testing/runs/run03_clean.log,SCHED_THROUGHPUT_RR,Throughput RR,scheduler,18.0,0.0,ticks,6,10,10,"16,17,18,18,18,18,18,19,19,21"
testing,run03,complete,clean,9b20e87fe39d9631cdedbd93f1b30df6655e1c73-dirty,perftest memory + perftest sched_core + perftest sched_fairness + perftest sched_response,experiments/logs/thesis_final/testing/runs/run03_clean.log,SCHED_THROUGHPUT_SJF,Throughput SJF,scheduler,37.0,1.0,ticks,6,10,10,"36,36,36,36,37,37,37,38,39,40"
testing,run03,complete,clean,9b20e87fe39d9631cdedbd93f1b30df6655e1c73-dirty,perftest memory + perftest sched_core + perftest sched_fairness + perftest sched_response,experiments/logs/thesis_final/testing/runs/run03_clean.log,SYS_FREE_PAGES,Free Physical Pages,system,32417.0,0.0,pages,1,1,0,
testing,run03,complete,clean,9b20e87fe39d9631cdedbd93f1b30df6655e1c73-dirty,perftest memory + perftest sched_core + perftest sched_fairness + perftest sched_response,experiments/logs/thesis_final/testing/runs/run03_clean.log,SYS_TOTAL_PAGES,Total Physical Pages,system,32768.0,0.0,pages,1,1,0,
